time_s,ecg_mv
7.074,0.28758468678283866
7.076,0.29514668939500566
7.078,0.30244444762021394
7.08,0.3094554271228551
7.082,0.3161568287767861
7.084,0.3225255886653352
7.086,0.32853837808129094
7.088,0.3341716035269188
7.09,0.3394014067139499
7.092,0.34420366456358703
7.094,0.348553989206494
7.096,0.35242772798280986
7.098,0.355799963442141
7.1,0.3586455133435631
7.102,0.36094123406434925
7.104,0.3626810628317031
7.106,0.3638672938062516
7.108,0.3645031441199697
7.11,0.36459272031064205
7.112,0.3641410183218648
7.114,0.3631539235030445
7.116,0.36163821060939677
7.118,0.3596015438019505
7.12,0.3570524766475421
7.122,0.3540004521188204
7.124,0.35045579531584825
7.126,0.34642936814545155
7.128,0.3419324189401916
7.13,0.33697704688911084
7.132,0.3315762405870603
7.134,0.32574387803470817
7.136,0.3194947266385264
7.138,0.3128444432107995
7.14,0.30580957396961933
7.142,0.2984075545388976
7.144,0.29065670994834697
7.146,0.28257625463349406
7.148,0.2741862924356716
7.15,0.26550781660203493
7.152,0.25656270978553747
7.154,0.24737374404494764
7.156,0.23796458084483987
7.158,0.22835977105561178
7.16,0.21858475495345867
7.162,0.20866586222039057
7.164,0.19863031194422326
7.166,0.1885062126185971
7.168,0.17832256214294837
7.17,0.16810924782252934
7.172,0.1578970463684022
7.174,0.14771762389743512
7.176,0.13760353593232036
7.178,0.1275882274015471
7.18,0.11770569867926461
7.182,0.10796051849202473
7.184,0.09835299319091997
7.186,0.08889642399744628
7.188,0.07960332414652155
7.19,0.07048541888647598
7.192,0.06155364547906926
7.194,0.052818153199465624
7.196,0.04428830333625028
7.198,0.035972669191421634
7.2,0.027879036080406434
7.202,0.02001440133203656
7.204,0.01238497428856538
7.206,0.004996176305659043
7.208,-0.002147359247588761
7.21,-0.009041786988677924
7.212,-0.015684049521687757
7.214,-0.022071877437283706
7.216,-0.02820378931270552
7.218,-0.03407909171178464
7.22,-0.03969787918493304
7.222,-0.045061034269147884
7.224,-0.05017022692420427
7.226,-0.05502779658334603
7.228,-0.05963660674324357
7.23,-0.06400027325325226
7.232,-0.06812319994930456
7.234,-0.07201057865392183
7.236,-0.07566838917620708
7.238,-0.0791033993118474
7.24,-0.08232316484310839
7.242,-0.08533602953884371
7.244,-0.08815112515448813
7.246,-0.09077837143206116
7.248,-0.09322847611230327
7.25,-0.09551296419818378
7.252,-0.09764424078637421
7.254,-0.09963551702814327
7.256,-0.10148822301110119
7.258,-0.10319933404441034
7.26,-0.10477607137849451
7.262,-0.10622546137767665
7.264,-0.10755433537075469
7.266,-0.10876932965100522
7.268,-0.10987688547618099
7.27,-0.11088324906851198
7.272,-0.11179447161470317
7.274,-0.1126164092659381
7.276,-0.1133547231378763
7.278,-0.11401487931065457
7.28,-0.11460214882888542
7.282,-0.11512160770165886
7.284,-0.11557813690254176
7.286,-0.11597642236957742
7.288,-0.11632095500528555
7.29,-0.11661603067666336
7.292,-0.11686575021518415
7.294,-0.11707401941679868
7.296,-0.1172445490419334
7.298,-0.1173808548154923
7.3,-0.1174862574268561
7.302,-0.11756388252988191
7.304,-0.1176166607429038
7.306,-0.11764732764873233
7.308,-0.11765842379465505
7.31,-0.11765229469243652
7.312,-0.11763109081831719
7.314,-0.11759676761301509
7.316,-0.1175510854817246
7.318,-0.11749560979411677
7.32,-0.11743171088433968
7.322,-0.11736056405101791
7.324,-0.11728314955628694
7.326,-0.11720023100678198
7.328,-0.11711229951763315
7.33,-0.1170196338293999
7.332,-0.11692231764711859
7.334,-0.11682023964030239
7.336,-0.11671121610599046
7.338,-0.11658331671720143
7.34,-0.11643752826189564
7.342,-0.11627733178003662
7.344,-0.11610601183109599
7.346,-0.1159266564940516
7.348,-0.11574215736738942
7.35,-0.11555520956910156
7.352,-0.1153683117366884
7.354,-0.11518376602715712
7.356,-0.1150036781170217
7.358,-0.11482995720230366
7.36,-0.11466431599853194
7.362,-0.11450827074074263
7.364,-0.11436314118347855
7.366,-0.11423005060079004
7.368,-0.11410992578623494
7.37,-0.11400349705287782
7.372,-0.11391129823329046
7.374,-0.11383366667955232
7.376,-0.11377074326324962
7.378,-0.11372247237547622
7.38,-0.11368860192683239
7.382,-0.11366868334742622
7.384,-0.11366207158687328
7.386,-0.11366792511429573
7.388,-0.11368520591832312
7.39,-0.1137126795070921
7.392,-0.11374891490824712
7.394,-0.11379228466893893
7.396,-0.11384096485582607
7.398,-0.1138929350550742
7.4,-0.11394597837235636
7.402,-0.11399768143285219
7.404,-0.11404543438124906
7.406,-0.11408643088174138
7.408,-0.11411766811803108
7.41,-0.11413594679332653
7.412,-0.11413787113034397
7.414,-0.11411984887130672
7.416,-0.11407809127794526
7.418,-0.11400861313149714
7.42,-0.11390723273270723
7.422,-0.1137695719018274
7.424,-0.11359105597861746
7.426,-0.11336692805707199
7.428,-0.11309231841385924
7.43,-0.11276219131144624
7.432,-0.11237131457573826
7.434,-0.11191425955214886
7.436,-0.11138540110559794
7.438,-0.11077891762051306
7.44,-0.11008879100082802
7.442,-0.1093088066699857
7.444,-0.10843255357093454
7.446,-0.10745342416613098
7.448,-0.10636461443753739
7.45,-0.10516238643117647
7.452,-0.10386295010516927
7.454,-0.10243796183500185
7.456,-0.10085061374044538
7.458,-0.09906694441757809
7.46,-0.09705583893878095
7.462,-0.09478902885274004
7.464,-0.09224109218444497
7.466,-0.08938945343519342
7.468,-0.08621438358258476
7.47,-0.08269900008052357
7.472,-0.07882926685921761
7.474,-0.07459399432518468
7.476,-0.06998483936124195
7.478,-0.0649963053265129
7.48,-0.05962574205642322
7.482,-0.053873345862710656
7.484,-0.04774215953341068
7.486,-0.04123807233286518
7.488,-0.034369820001718086
7.49,-0.027148984756927244
7.492,-0.0195899952917458
7.494,-0.011710126775734768
7.496,-0.0035295008547557554
7.498,0.004928914349013099
7.5,0.013639304237100773
7.502,0.022573007734727833
7.504,0.031698517290813584
7.506,0.04098147887796112
7.508,0.05038469199248093
7.51,0.059873503911980964
7.512,0.06942573287996862
7.514,0.07895687163148528
7.516,0.08837676236134002
7.518,0.09760038839022023
7.52,0.10654787416470055
7.522,0.1151444852572253
7.524,0.12332062836613444
7.526,0.13101184487800796
7.528,0.13815875290254376
7.53,0.1447070745969267
7.532,0.15060767279931953
7.534,0.1558165514737644
7.536,0.16029485571018806
7.538,0.1640088717243938
7.54,0.1669300268580744
7.542,0.16903488957880292
7.544,0.17030516948003577
7.546,0.17072771728111039
7.548,0.17029452482724886
7.55,0.16900272508955555
7.552,0.16685459216501597
7.554,0.16385754127650182
7.556,0.1600241287727649
7.558,0.15537087839973554
7.56,0.1499008174511107
7.562,0.1436732866797293
7.564,0.13676663144019416
7.566,0.12925679773904689
7.568,0.12121733223476143
7.57,0.11271938223775986
7.572,0.10383169571038983
7.574,0.09462062126693906
7.576,0.08515010817362792
7.578,0.07548170634862558
7.58,0.06567456636202566
7.582,0.05578543943586224
7.584,0.045868677444101724
7.586,0.035976232912660416
7.588,0.026157659019377777
7.59,0.016460109594034582
7.592,0.006928339118343547
7.594,-0.00239529727403286
7.596,-0.011470843797508715
7.598,-0.02026074401455668
7.6,-0.02872984083571723
7.602,-0.036845376519582654
7.604,-0.04457699267281977
7.606,-0.051896730250155426
7.608,-0.05871804688711185
7.61,-0.06499388342972587
7.612,-0.07076684236750702
7.614,-0.07608130084987079
7.616,-0.08098338447520809
7.618,-0.08552096729087616
7.62,-0.08974367179321181
7.622,-0.09370286892752337
7.624,-0.0974516780880931
7.626,-0.10104496774504193
7.628,-0.1045393665838166
7.63,-0.10799326219707818
7.632,-0.11146679099057083
7.634,-0.11502183781900718
7.636,-0.11872203598607753
7.638,-0.12263276724444407
7.64,-0.12682116179574343
7.642,-0.13135609829058031
7.644,-0.13630820382853748
7.646,-0.14174985395816947
7.648,-0.1477551726770065
7.65,-0.15440003243154343
7.652,-0.16176206294892725
7.654,-0.16992071884474746
7.656,-0.17895724236075725
7.658,-0.1889546245060853
7.66,-0.199997604738846
7.662,-0.21217267096612236
7.664,-0.22556805954397705
7.666,-0.240273695173003
7.668,-0.2560043244359375
7.67,-0.2712700013700795
7.672,-0.28445865992463837
7.674,-0.29410930784015404
7.676,-0.29891202664853483
7.678,-0.2977079716730304
7.68,-0.28948937202823943
7.682,-0.27339953062009986
7.684,-0.24873282414592154
7.686,-0.2149347030943437
7.688,-0.17160169174535925
7.69,-0.11848138817028395
7.692,-0.05547246423185545
7.694,0.017375334415909157
7.696,0.09986118832762188
7.698,0.1916332042665895
7.7,0.2924278012112905
7.702,0.40289609159444834
7.704,0.5177663823143789
7.706,0.6310287952532694
7.708,0.7374329558327557
7.71,0.8324879930142294
7.712,0.9124625392986306
7.714,0.9743847307265248
7.716,1.0160422068779973
7.718,1.0359821108728244
7.72,1.0335110893703496
7.722,1.0086952925695019
7.724,0.9623603742088503
7.726,0.8960914934482332
7.728,0.8122333949319495
7.73,0.7138904386797985
7.732,0.605068484465678
7.734,0.49067064336776817
7.736,0.37442626031605875
7.738,0.25953128690646754
7.74,0.148777174405011
7.742,0.0445508737474964
7.744,-0.051165164460270286
7.746,-0.13679298994257422
7.748,-0.21115915275364175
7.75,-0.2734947032778708
7.752,-0.32343519222967254
7.754,-0.3610206706535274
7.756,-0.38669568992392084
7.758,-0.4013093017454468
7.76,-0.40611505815273363
7.762,-0.40277101151046046
7.764,-0.3929734684123517
7.766,-0.3774063959434923
7.768,-0.3575545015013265
7.77,-0.3348494849237358
7.772,-0.31055688120945946
7.774,-0.28577606051803384
7.776,-0.2614402281698322
7.778,-0.23831642464604494
7.78,-0.21700552558872035
7.782,-0.19794224180070244
7.784,-0.18139511924567306
7.786,-0.16746653904813566
7.788,-0.15609271749343864
7.79,-0.1470437060277387
7.792,-0.13992339125802605
7.794,-0.13416949495211655
7.796,-0.12924234054996123
7.798,-0.1251509132177091
7.8,-0.12176138522579336
7.802,-0.11893303846024698
7.804,-0.1165373117201618
7.806,-0.11445780071768218
7.808,-0.11259025807800918
7.81,-0.11084259333939925
7.812,-0.10913487295316654
7.814,-0.10739932028367875
7.816,-0.10558031560836006
7.818,-0.10363439611768982
7.82,-0.10153025591520533
7.822,-0.09924874601749738
7.824,-0.0967828743542131
7.826,-0.09413780574940916
7.828,-0.09133085874033646
7.83,-0.08839150197646824
7.832,-0.08534390653104906
7.834,-0.08213787136314536
7.836,-0.07875674889420517
7.838,-0.0751913179183506
7.84,-0.07143308628887216
7.842,-0.06747429091822528
7.844,-0.06330789777803693
7.846,-0.05892760189909618
7.848,-0.054327827371360035
7.85,-0.049503727343950386
7.852,-0.044451184027703095
7.854,-0.03916681360036399
7.856,-0.03364797643745907
7.858,-0.02789276488340736
7.86,-0.02190000034180297
7.862,-0.015669233275398847
7.864,-0.00920074320611718
7.866,-0.0024955387150440295
7.868,0.004444642557559339
7.87,0.011617333912273249
7.872,0.01901933959050906
7.874,0.026646734774514298
7.876,0.03449486558735969
7.878,0.04255834909295976
7.88,0.050831073296058474
7.882,0.05930619714223716
7.884,0.06799678459975315
7.886,0.07694223627267435
7.888,0.08611537630097225
7.89,0.09548563080567747
7.892,0.10502298181739846
7.894,0.11469796727634535
7.896,0.12448168103231426
7.898,0.1343457728446953
7.9,0.1442624483824552
7.902,0.1542044692241639
7.904,0.16414515285797612
7.906,0.1740583726816415
7.908,0.18391855800248563
7.91,0.19370069403743728
7.912,0.20338032191301084
7.914,0.2129335386653141
7.916,0.2223369972400327
7.918,0.2315679064924543
7.92,0.24060403118745166
7.922,0.2494236919994923
7.924,0.25800576551262083
7.926,0.26632968421088693
7.928,0.2743753632933418
7.93,0.28212302439235276
7.932,0.2895533919450027
7.934,0.2966477462979739
7.936,0.30338792370753576
7.938,0.30975631633954664
7.94,0.31573587226945765
7.942,0.32131009548230194
7.944,0.3264630458727099
7.946,0.33117933924490006
7.948,0.33544414731268085
7.95,0.3392431976994464
7.952,0.3425627739381858
7.954,0.3453897154714758
7.956,0.3477114176514838
7.958,0.3495158317399645
7.96,0.35079146490826496
7.962,0.3515273802373214
7.964,0.351713196717659
7.966,0.3513390892493936
7.968,0.3503957886422306
7.97,0.34887458161546475
7.972,0.34674075723218234
7.974,0.3439612250451736
7.976,0.3405689038922085
7.978,0.33659732980274676
7.98,0.33207937930911396
7.982,0.3270472694465094
7.984,0.32153255775299483
7.986,0.3155661422695009
7.988,0.30917826153982336
7.99,0.30239849461063517
7.992,0.2952557610314676
7.994,0.28777832085472294
7.996,0.2799937746356677
7.998,0.2719290634324469
8.0,0.2636104688060628
8.002,0.2550636128203847
8.004,0.24631345804216595
8.006,0.2373843075409996
8.008,0.22829980488937057
8.01,0.219082934162632
8.012,0.20975601993897952
8.014,0.20034072729951063
8.016,0.19085806182815607
8.018,0.18132836961174065
8.02,0.17177133723995677
8.022,0.16220599180533835
8.024,0.15265070090331379
8.026,0.14312317263217855
8.028,0.13364053405540108
8.03,0.12421969079271696
8.032,0.11487704092387088
8.034,0.10562832318131729
8.036,0.09648861680037787
8.038,0.08747234151921734
8.04,0.07859325757889336
8.042,0.06986446572333034
8.044,0.06129840719929773
8.046,0.052906863756463106
8.048,0.044700957647332056
8.05,0.0366911516273001
8.052,0.028887248954630265
8.054,0.021298394362360244
8.056,0.013933106234354953
8.058,0.006799284012747521
8.06,-9.582988514325597e-05
8.062,-0.006745652539105586
8.064,-0.013144260526083881
8.066,-0.0192863899201368
8.068,-0.02516743629245661
8.07,-0.030783454711382857
8.072,-0.03613115974237156
8.074,-0.041206767185814674
8.076,-0.04601101909219024
8.078,-0.05055277391100508
8.08,-0.054840969243661344
8.082,-0.05888436851967924
8.084,-0.06269156099670989
8.086,-0.06627096176054452
8.088,-0.0696308117250941
8.09,-0.07277917763240067
8.092,-0.07572395205264432
8.094,-0.07847285338412473
8.096,-0.08103342585328137
8.098,-0.08341303951467671
8.1,-0.08561889025100375
8.102,-0.08765799977309155
8.104,-0.08953721561989311
8.106,-0.09126321115849205
8.108,-0.09284248558410685
8.11,-0.09428136392007981
8.112,-0.095585997017889
8.114,-0.09676236155713845
8.116,-0.09781626004556279
8.118,-0.0987533208190296
8.12,-0.09957899804153336
8.122,-0.10029857170519939
8.124,-0.1009171476302847
8.126,-0.10143965746517407
8.128,-0.10187092920319603
8.13,-0.10221628271695492
8.132,-0.10248123015749645
8.134,-0.10267111330900122
8.136,-0.10279109978377828
8.138,-0.1028461830222677
8.14,-0.10284118229303957
8.142,-0.10278074269279336
8.144,-0.1026693351463594
8.146,-0.10251125640669773
8.148,-0.10231062905489871
8.15,-0.10207140150018224
8.152,-0.10179734797989848
8.154,-0.10149206855952848
8.156,-0.1011589891326821
8.158,-0.10080136142110005
8.16,-0.1004222629746529
8.162,-0.10002459717134132
8.164,-0.09961109321729636
8.166,-0.09918430614677795
8.168,-0.09874661682217782
8.17,-0.09830023193401674
8.172,-0.0978471840009455
8.174,-0.09738933136974547
8.176,-0.0969283582153273
8.178,-0.0964657745407327
8.18,-0.09600291617713304
8.182,-0.09554094478382916
8.184,-0.09508084784825288
8.186,-0.09462343868596598
8.188,-0.09416935644065946
8.19,-0.09371739029030746
8.192,-0.09326388366139544
8.194,-0.09281131830820252
8.196,-0.0923624668662899
8.198,-0.09191996535267233
8.2,-0.09148631316581993
8.202,-0.09106387308565622
8.204,-0.09065487127355962
8.206,-0.09026139727236368
8.208,-0.08988540400635472
8.21,-0.0895287077812745
8.212,-0.08919298828431979
8.214,-0.08887978858414006
8.216,-0.08859051513084058
8.218,-0.08832643775598013
8.22,-0.08808868967257244
8.222,-0.087878267475086
8.224,-0.08769603113944241
8.226,-0.08754270402301854
8.228,-0.0874188240943328
8.23,-0.08732394022596864
8.232,-0.08725673938984693
8.234,-0.08721574881647919
8.236,-0.08719935911783248
8.238,-0.08720582428732818
8.24,-0.08723326169984102
8.242,-0.08727965211170159
8.244,-0.08734283966069388
8.246,-0.08742053186605625
8.248,-0.0875102996284824
8.25,-0.08760957723011904
8.252,-0.08771566233456839
8.254,-0.08782571598688671
8.256,-0.0879367591854757
8.258,-0.08804564729358659
8.26,-0.08814908445631561
8.262,-0.08824363808936575
8.264,-0.08832573898989492
8.266,-0.08839168133651482
8.268,-0.08843762268929138
8.27,-0.0884595839897461
8.272,-0.08845344956085344
8.274,-0.08841496710704262
8.276,-0.08833974771419868
8.278,-0.08822326584965859
8.28,-0.08806085936221622
8.282,-0.08784772948211733
8.284,-0.08757894082106377
8.286,-0.08724942137221264
8.288,-0.0868561917701013
8.29,-0.08641874440149364
8.292,-0.08591955012021253
8.294,-0.0853298901152657
8.296,-0.08462239134066994
8.298,-0.08377102651544101
8.3,-0.08275111412360432
8.302,-0.08153931841418981
8.304,-0.08011364940122681
8.306,-0.07845346286375493
8.308,-0.0765394603458186
8.31,-0.07435368915646094
8.312,-0.07187954236973797
8.314,-0.06910175882470093
8.316,-0.0660064231254137
8.318,-0.0625809656409455
8.32,-0.058814162505359875
8.322,-0.05469613561773536
8.324,-0.05021835264215603
8.326,-0.04537362700769811
8.328,-0.04015613520958743
8.33,-0.03456208013276747
8.332,-0.02858989926437631
8.334,-0.022239435732318173
8.336,-0.01551187842948514
8.338,-0.008409762013790643
8.34,-0.0009369669081543946
8.342,0.006901280699519749
8.344,0.015098408856295854
8.346,0.02364649984426152
8.348,0.03253629018047881
8.35,0.041780848851780975
8.352,0.051413571354140486
8.354,0.061345734189147995
8.356,0.07148315894789384
8.358,0.08173574701647099
8.36,0.0920174795759118
8.362,0.10224641760226028
8.364,0.1123447018665084
8.366,0.12223855293462373
8.368,0.1318582711675756
8.37,0.14113823672128184
8.372,0.1500169095466378
8.374,0.15843682938953593
8.376,0.16634461579081536
8.378,0.17369096808631812
8.38,0.18043066540684016
8.382,0.18652256667815612
8.384,0.19192961062103042
8.386,0.19661881575118795
8.388,0.20056128037932977
8.39,0.20373218261114334
8.392,0.20611078034727884
8.394,0.2076804112833718
8.396,0.20842849291002524
8.398,0.20834652251282232
8.4,0.20743007717231898
8.402,0.20567881376404784
8.404,0.20309646895851885
8.406,0.1996908592212105
8.408,0.19547388081258746
8.41,0.19046150978807527
8.412,0.18466527575337688
8.414,0.17814365155495632
8.416,0.17098784736010172
8.418,0.16328519653761187
8.42,0.15511912565213093
8.422,0.14656915446412305
8.424,0.13771089592992564
8.426,0.12861605620168656
8.428,0.11935243600194191
8.43,0.10998412509386822
8.432,0.10057170381319472
8.434,0.09117189381572986
8.436,0.08183750995312533
8.438,0.0726174602728499
8.44,0.06355674601824896
8.442,0.05469646162847677
8.444,0.04607379473855598
8.446,0.03772202617935055
8.448,0.02967052997754492
8.45,0.021944773355695696
8.452,0.014566316732173542
8.454,0.0075528137212136845
8.456,0.0009180111024846734
8.458,-0.005328299017382156
8.46,-0.011180376111464746
8.462,-0.016636413721257886
8.464,-0.021698512192428687
8.466,-0.026372678674782376
8.468,-0.030668827122298924
8.47,-0.03460077829310264
8.472,-0.03813497545489742
8.474,-0.04124184894242714
8.476,-0.04400946055566727
8.478,-0.04653016140570408
8.48,-0.04889879981035222
8.482,-0.051212721294137925
8.484,-0.05357176858831771
8.486,-0.05607828163086279
8.488,-0.05883709756646448
8.49,-0.06195555074654353
8.492,-0.06554347272923412
8.494,-0.06971319227938984
8.496,-0.07457953536859727
8.498,-0.0802598251751471
8.5,-0.08687388208407087
8.502,-0.09454402368710582
8.504,-0.10339506478270702
8.506,-0.11355431737607467
8.508,-0.125151590679107
8.51,-0.13831919111041838
8.512,-0.15313473652201742
8.514,-0.16897281253447252
8.516,-0.1847901914360534
8.518,-0.19955961790897456
8.52,-0.21227464904519405
8.522,-0.22194965434644204
8.524,-0.22761981572415202
8.526,-0.22834112749951144
8.528,-0.22319039635915222
8.53,-0.21126508485198536
8.532,-0.1916829601874918
8.534,-0.1635824992254755
8.536,-0.12612299123550985
8.538,-0.07848453789680324
8.54,-0.0198636634438705
8.542,0.05118512379248542
8.544,0.13389581730890598
8.546,0.22602652492230024
8.548,0.3252089745955651
8.55,0.42894851443703386
8.552,0.5346241127007038
8.554,0.6394883577865357
8.556,0.7406674582398882
8.558,0.8351612427518117
8.56,0.9198431601592877
8.562,0.9914602794446631
8.564,1.0466332897362387
8.566,1.0818565003077953
8.568,1.093497840578865
8.57,1.0783761306905175
8.572,1.0381219246090574
8.574,0.9767116104732846
8.576,0.8979624568708151
8.578,0.8055127823867788
8.58,0.7028219556032751
8.582,0.5931703950999161
8.584,0.47965956945360694
8.586,0.3652119972382201
8.588,0.25257124702519734
8.59,0.1443019373832447
8.592,0.042789736878050426
8.594,-0.04975863592705793
8.596,-0.1313154124718256
8.598,-0.2003227411532876
8.6,-0.25693064091911894
8.602,-0.3017800769496293
8.604,-0.33556448624248797
8.606,-0.35903660208216837
8.608,-0.3730084540399665
8.61,-0.378351367973877
8.612,-0.3759959660286942
8.614,-0.36693216663596107
8.616,-0.35220918451400934
8.618,-0.3329355306678941
8.62,-0.31027901238947325
8.622,-0.2854667332573821
8.624,-0.2597850931369531
8.626,-0.234579788180373
8.628,-0.2112413325561852
8.63,-0.1903585601849067
8.632,-0.17178190602938773
8.634,-0.15542880529102304
8.636,-0.1411991437666869
8.638,-0.1289752576624441
8.64,-0.11862193359352564
8.642,-0.10998640858440095
8.644,-0.10289837006870334
8.646,-0.09716995588928776
8.648,-0.0925957542982024
8.65,-0.08895280395668172
8.652,-0.08600059393517054
8.654,-0.08348106371330939
8.656,-0.08112162689944796
8.658,-0.07881926842214727
8.66,-0.07657772209663706
8.662,-0.07436453421958492
8.664,-0.07214961860776457
8.666,-0.06990526662760133
8.668,-0.06760614719518207
8.67,-0.06522930677625113
8.672,-0.0627541693862029
8.674,-0.06016253659009674
8.676,-0.05743858750264029
8.678,-0.05456887878820383
8.68,-0.05154234466081526
8.682,-0.04835029688415056
8.684,-0.044986424771551056
8.686,-0.04144679518601434
8.688,-0.037729852540185675
8.69,-0.03383641879637952
8.692,-0.029769693466553997
8.694,-0.025530575205323466
8.696,-0.021110038276939014
8.698,-0.016499134439310573
8.7,-0.01168991892365882
8.702,-0.006675449798592425
8.704,-0.001449787970095106
8.706,0.003992002818442899
8.708,0.009653855986262583
8.71,0.015538702115201891
8.712,0.021648468949710876
8.714,0.02798408139686611
8.716,0.03454546152633544
8.718,0.04133152857042098
8.72,0.04834019892401913
8.722,0.05556838614463755
8.724,0.06301200095241498
8.726,0.070665951230083
8.728,0.07852414202298456
8.73,0.08657954545556536
8.732,0.09482475486866071
8.734,0.1032516887872861
8.736,0.111851265816426
8.738,0.12061340172367525
8.74,0.12952700943926454
8.742,0.1385799990560133
8.744,0.14775927782935136
8.746,0.15705075017734635
8.748,0.16643931768064324
8.75,0.17590887908253428
8.752,0.18544233028889628
8.754,0.195021564368219
8.756,0.2046274715516296
8.758,0.21423993923284088
8.76,0.22383785196817818
8.762,0.2334044192444968
8.764,0.24295030706119952
8.766,0.2524480955910975
8.768,0.2618634349329686
8.77,0.2711632752620806
8.772,0.2803158668302169
8.774,0.28929075996562514
8.776,0.2980588050730434
8.778,0.3065921526337239
8.78,0.31486425320537736
8.782,0.322849857422235
8.784,0.33052501599499495
8.786,0.33786707971084673
8.788,0.3448546994334899
8.79,0.35146782610309324
8.792,0.35768771073631744
8.794,0.36349690442632965
8.796,0.3688792583427649
8.798,0.3738199237317688
8.8,0.3783053519159625
8.802,0.3823232942944576
8.804,0.3858628023428675
8.806,0.3889142276132839
8.808,0.39146922173429
8.81,0.39352073641096663
8.812,0.395063023424875
8.814,0.39609163463407354
8.816,0.39660342197310644
8.818,0.3965965374530088
8.82,0.3960704331613066
8.822,0.39502586126201444
8.824,0.39346487399563945
8.826,0.391390823679174
8.828,0.38880836270610736
8.83,0.3857234187249065
8.832,0.38214281464763
8.834,0.3780686572994721
8.836,0.3734664303473219
8.838,0.36835547806271174
8.84,0.36276817980369386
8.842,0.3567362372174165
8.844,0.35029067424015986
8.846,0.343461837097293
8.848,0.33627939430331405
8.85,0.3287723366618331
8.852,0.3209689772655514
8.854,0.3128969514963014
8.856,0.30458321702502833
8.858,0.29605405381176547
8.86,0.28733503726413784
8.862,0.278450842865479
8.864,0.2694253586336915
8.866,0.26028179409901114
8.868,0.25104268108075994
8.87,0.2417298736873964
8.872,0.23236454831649073
8.874,0.22296720365469794
8.876,0.21355766067781942
8.878,0.2041550626507332
8.88,0.19477787512745434
8.882,0.18544388595110933
8.884,0.17617020525390995
8.886,0.1669732654572052
8.888,0.1578688212714554
8.89,0.1488719496962065
8.892,0.13999705002014953
8.894,0.13125784382105354
8.896,0.12266737496582367
8.898,0.11423800961047574
8.9,0.1059814362001137
8.902,0.09790866546897606
8.904,0.09003003044041205
8.906,0.08235518642686047
8.908,0.0748931110299002
8.91,0.06765210414019307
8.912,0.06063978793753342
8.914,0.05386310689082572
8.916,0.04732832775806754
8.918,0.04104103958638609
8.92,0.0350061537120191
8.922,0.02922790376029921
8.924,0.023711121274795917
8.926,0.018471810295274886
8.928,0.013506319261869803
8.93,0.008805007007906148
8.932,0.004358680607478873
8.934,0.000158669830617862
8.936,-0.0038035219497235687
8.938,-0.007536241232345833
8.94,-0.011047684387775935
8.942,-0.014345897658297142
8.944,-0.017438777157924978
8.946,-0.02033406887241655
8.948,-0.02303936865928044
8.95,-0.025562122247757592
8.952,-0.02790962523883237
8.954,-0.030089023105237995
8.956,-0.03210731119144007
8.958,-0.03397133471365513
8.96,-0.03568778875983481
8.962,-0.03726321828967453
8.964,-0.03870401813461523
8.966,-0.04001643299783395
8.968,-0.04120655745425593
8.97,-0.04228033595054358
8.972,-0.04324356280510189
8.974,-0.044101882208081235
8.976,-0.0448607882213701
8.978,-0.04552562477860037
8.98,-0.04610158568514665
8.982,-0.04659371461812409
8.984,-0.0470069051263916
8.986,-0.04734590063054841
8.988,-0.04761529442293598
8.99,-0.04781952966763851
8.992,-0.047962899400481644
8.994,-0.04804954652903329
8.996,-0.048083463832602674
8.998,-0.0480684939622419
9.0,-0.04800832944074437
9.002,-0.04790651266264568
9.004,-0.047766435894223275
9.006,-0.047591341273496644
9.008,-0.04738432081022795
9.01,-0.04714831638591978
9.012,-0.046886119753818095
9.014,-0.04660037253891009
9.016,-0.04629356623792509
9.018,-0.04596804221933461
9.02,-0.045625991723352036
9.022,-0.04526945586193236
9.024,-0.04490032561877289
9.026,-0.04452034184931307
9.028,-0.04413109528073395
9.03,-0.04373402710568005
9.032,-0.04333049963668207
9.034,-0.04292186311516178
9.036,-0.042509333471969474
9.038,-0.042093976509696325
9.04,-0.041676707902675574
9.042,-0.041258293196983445
9.044,-0.040839347810436466
9.046,-0.04042033703259502
9.048,-0.04000157602475971
9.05,-0.039583229819973934
9.052,-0.03916531332302395
9.054,-0.0387476913104359
9.056,-0.03833007843047953
9.058,-0.03791203920316636
9.06,-0.03749298796952613
9.062,-0.03707211020327399
9.064,-0.036641941732811746
9.066,-0.03619913509144951
9.068,-0.03574691818425096
9.07,-0.03528828195112426
9.072,-0.03482598036682338
9.074,-0.03436253044094801
9.076,-0.033900212217941816
9.078,-0.03344106877709485
9.08,-0.032986906232541385
9.082,-0.03253929373326173
9.084,-0.03209956346308195
9.086,-0.0316688106406712
9.088,-0.0312478935195459
9.09,-0.030837433388067485
9.092,-0.030437814569441307
9.094,-0.030049184421719465
9.096,-0.0296714533377979
9.098,-0.029304294745418943
9.1,-0.028947145107170225
9.102,-0.028599203920483117
9.104,-0.0282594337176356
9.106,-0.02792656006575094
9.108,-0.027599071566796512
9.11,-0.027275219857586158
9.112,-0.026953019609777758
9.114,-0.026630248529875406
9.116,-0.026304447359228336
9.118,-0.025972919874030116
9.12,-0.025632732885320524
9.122,-0.025280716238984584
9.124,-0.024913462815751516
9.126,-0.024527328531196976
9.128,-0.024118432335740833
9.13,-0.023682656240926102
9.132,-0.02321569651107816
9.134,-0.02271317056961731
